customer_id,first_name,last_name,email,country,age_band,acquisition_channel,employment_status,signup_date,is_active,created_at,updated_at
cust_43d8w3zp,First_40,Last_40,user_40@example.com,AU,25-34,referral,employed,2024-12-04,true,2024-12-04,2024-12-04
cust_p0j43d5i,First_41,Last_41,user_41@example.com,US,35-44,paid_search,employed,2024-08-09,true,2024-08-09,2024-08-09
cust_rmjkv5us,First_42,Last_42,user_42@example.com,UK,35-44,paid_search,student,2023-01-27,true,2023-01-27,2023-01-27
cust_xr2dhylu,First_43,Last_43,user_43@example.com,US,25-34,email,self_employed,2024-08-27,true,2024-08-27,2024-08-27
cust_qlizl08y,First_44,Last_44,user_44@example.com,UK,25-34,paid_social,unemployed,2023-01-28,true,2023-01-28,2023-01-28
cust_kdgigatj,First_45,Last_45,user_45@example.com,US,35-44,organic,retired,2022-04-22,true,2022-04-22,2022-04-22
cust_5uqpgb7r,First_46,Last_46,user_46@example.com,UK,18-24,paid_social,employed,2022-05-14,true,2022-05-14,2022-05-14
cust_uk9e1v2i,First_47,Last_47,user_47@example.com,UK,55+,organic,self_employed,2024-12-06,true,2024-12-06,2024-12-06
cust_uc8d1wjc,First_48,Last_48,user_48@example.com,UK,18-24,organic,employed,2023-05-07,true,2023-05-07,2023-05-07
cust_kizzqy72,First_49,Last_49,user_49@example.com,UK,35-44,paid_social,retired,2023-02-10,true,2023-02-10,2023-02-10
cust_cfl0ukey,First_50,Last_50,user_50@example.com,AU,35-44,paid_search,employed,2024-04-04,true,2024-04-04,2024-04-04
cust_pljd84u8,First_51,Last_51,user_51@example.com,US,45-54,organic,employed,2023-07-06,true,2023-07-06,2023-07-06
cust_k9p38qol,First_52,Last_52,user_52@example.com,FR,25-34,paid_social,employed,2022-08-03,false,2022-08-03,2022-08-03
cust_3tqll8os,First_53,Last_53,user_53@example.com,US,35-44,paid_search,employed,2022-01-03,true,2022-01-03,2022-01-03
cust_1w1ht7pz,First_54,Last_54,user_54@example.com,UK,35-44,referral,self_employed,2022-09-06,true,2022-09-06,2022-09-06
cust_aoi4e8xf,First_55,Last_55,user_55@example.com,US,25-34,referral,unemployed,2023-08-21,true,2023-08-21,2023-08-21
cust_tn7s55j2,First_56,Last_56,user_56@example.com,UK,45-54,organic,employed,2024-04-29,true,2024-04-29,2024-04-29
cust_4ux5qrl1,First_57,Last_57,user_57@example.com,UK,25-34,organic,self_employed,2024-02-12,true,2024-02-12,2024-02-12
cust_i1b0z3nx,First_58,Last_58,user_58@example.com,UK,18-24,paid_search,self_employed,2022-11-08,false,2022-11-08,2022-11-08
cust_5psq0oxf,First_59,Last_59,user_59@example.com,DE,25-34,paid_social,employed,2024-08-19,true,2024-08-19,2024-08-19
cust_lyt8w5rt,First_60,Last_60,user_60@example.com,UK,35-44,organic,employed,2022-05-21,true,2022-05-21,2022-05-21
cust_91zdfkbl,First_61,Last_61,user_61@example.com,UK,25-34,organic,employed,2022-04-25,true,2022-04-25,2022-04-25
cust_2gc5wi6f,First_62,Last_62,user_62@example.com,US,25-34,paid_social,retired,2024-08-02,true,2024-08-02,2024-08-02
cust_ktc89k8y,First_63,Last_63,user_63@example.com,FR,25-34,paid_search,employed,2024-07-24,true,2024-07-24,2024-07-24
cust_uu9k9xju,First_64,Last_64,user_64@example.com,FR,35-44,referral,retired,2022-04-11,true,2022-04-11,2022-04-11
cust_i2hgj11y,First_65,Last_65,user_65@example.com,US,55+,paid_social,employed,2022-10-08,true,2022-10-08,2022-10-08
cust_u0dk0get,First_66,Last_66,user_66@example.com,US,55+,referral,employed,2024-01-20,true,2024-01-20,2024-01-20
cust_r30me8f8,First_67,Last_67,user_67@example.com,AU,45-54,paid_search,student,2024-03-24,true,2024-03-24,2024-03-24
cust_tqyyv37d,First_68,Last_68,user_68@example.com,UK,35-44,email,employed,2023-04-24,true,2023-04-24,2023-04-24
cust_xwqzxebb,First_69,Last_69,user_69@example.com,UK,25-34,paid_search,employed,2024-10-05,true,2024-10-05,2024-10-05
cust_8ztv05x4,First_70,Last_70,user_70@example.com,AU,25-34,paid_social,employed,2024-04-15,true,2024-04-15,2024-04-15
cust_in9n6xcj,First_71,Last_71,user_71@example.com,AU,45-54,organic,employed,2022-09-08,true,2022-09-08,2022-09-08
cust_8bm92h3t,First_72,Last_72,user_72@example.com,DE,25-34,referral,student,2023-03-19,true,2023-03-19,2023-03-19
cust_j99t2d5e,First_73,Last_73,user_73@example.com,DE,25-34,paid_search,employed,2024-01-04,true,2024-01-04,2024-01-04
cust_0s0r2sds,First_74,Last_74,user_74@example.com,DE,55+,paid_social,employed,2022-03-30,true,2022-03-30,2022-03-30
cust_b94pdzp6,First_75,Last_75,user_75@example.com,US,18-24,organic,self_employed,2023-10-22,true,2023-10-22,2023-10-22
cust_l9tqvdz4,First_76,Last_76,user_76@example.com,UK,45-54,paid_search,student,2023-03-17,true,2023-03-17,2023-03-17
cust_0llj8yrd,First_77,Last_77,user_77@example.com,UK,18-24,paid_social,student,2022-06-24,true,2022-06-24,2022-06-24
cust_vulemx15,First_78,Last_78,user_78@example.com,AU,35-44,paid_search,self_employed,2022-04-16,true,2022-04-16,2022-04-16
cust_xid4n1u3,First_79,Last_79,user_79@example.com,US,35-44,paid_social,employed,2022-02-23,true,2022-02-23,2022-02-23
cust_17mgfxc0,First_80,Last_80,user_80@example.com,UK,35-44,paid_search,employed,2022-03-04,true,2022-03-04,2022-03-04
cust_ll7v5f1b,First_81,Last_81,user_81@example.com,UK,35-44,paid_search,employed,2022-06-17,true,2022-06-17,2022-06-17
cust_1epkyryb,First_82,Last_82,user_82@example.com,AU,18-24,organic,retired,2024-03-20,true,2024-03-20,2024-03-20
cust_1kerpeti,First_83,Last_83,user_83@example.com,UK,45-54,organic,employed,2023-12-27,false,2023-12-27,2023-12-27
cust_5uuzpeal,First_84,Last_84,user_84@example.com,FR,55+,organic,student,2024-07-31,true,2024-07-31,2024-07-31
cust_vsolmlgs,First_85,Last_85,user_85@example.com,US,25-34,referral,employed,2022-08-22,false,2022-08-22,2022-08-22
cust_xfdjgf1c,First_86,Last_86,user_86@example.com,UK,35-44,paid_social,self_employed,2024-10-08,false,2024-10-08,2024-10-08
cust_x9l8lpqw,First_87,Last_87,user_87@example.com,US,25-34,organic,employed,2023-07-17,true,2023-07-17,2023-07-17
cust_nkx9dvnu,First_88,Last_88,user_88@example.com,UK,45-54,paid_social,employed,2022-03-26,true,2022-03-26,2022-03-26
cust_fcd6mzsg,First_89,Last_89,user_89@example.com,DE,55+,paid_search,self_employed,2023-05-23,true,2023-05-23,2023-05-23
cust_7n1ybwml,First_90,Last_90,user_90@example.com,UK,35-44,paid_social,retired,2024-03-02,false,2024-03-02,2024-03-02
cust_mufm8zov,First_91,Last_91,user_91@example.com,UK,25-34,referral,student,2022-06-23,true,2022-06-23,2022-06-23
cust_30ysxpnn,First_92,Last_92,user_92@example.com,AU,25-34,referral,employed,2023-01-05,false,2023-01-05,2023-01-05
cust_fk2st0sx,First_93,Last_93,user_93@example.com,US,25-34,organic,self_employed,2022-09-26,true,2022-09-26,2022-09-26
cust_6zbnz8v1,First_94,Last_94,user_94@example.com,UK,25-34,email,student,2024-07-08,false,2024-07-08,2024-07-08
cust_gyup12sp,First_95,Last_95,user_95@example.com,DE,45-54,organic,employed,2022-11-28,true,2022-11-28,2022-11-28
cust_5td44k1j,First_96,Last_96,user_96@example.com,UK,25-34,email,employed,2024-11-17,true,2024-11-17,2024-11-17
cust_mabsi9nb,First_97,Last_97,user_97@example.com,FR,35-44,referral,employed,2022-07-22,true,2022-07-22,2022-07-22
cust_3zezqacj,First_98,Last_98,user_98@example.com,US,35-44,paid_search,employed,2022-11-03,true,2022-11-03,2022-11-03
cust_kbp2qd6v,First_99,Last_99,user_99@example.com,US,35-44,paid_social,employed,2022-02-03,true,2022-02-03,2022-02-03
cust_mugysm8t,First_100,Last_100,user_100@example.com,US,25-34,paid_search,self_employed,2024-11-05,false,2024-11-05,2024-11-05
cust_ja2m0w10,First_101,Last_101,user_101@example.com,UK,25-34,paid_search,self_employed,2023-11-12,true,2023-11-12,2023-11-12
cust_y9rgez7b,First_102,Last_102,user_102@example.com,UK,25-34,organic,retired,2023-02-17,true,2023-02-17,2023-02-17
cust_9tj1gm25,First_103,Last_103,user_103@example.com,UK,45-54,paid_search,employed,2023-11-11,true,2023-11-11,2023-11-11
cust_8mgyn2jc,First_104,Last_104,user_104@example.com,UK,35-44,referral,employed,2024-05-19,true,2024-05-19,2024-05-19
cust_cxlvpymb,First_105,Last_105,user_105@example.com,US,25-34,paid_social,student,2023-12-24,true,2023-12-24,2023-12-24
cust_yos0fb4y,First_106,Last_106,user_106@example.com,UK,18-24,referral,employed,2024-06-16,true,2024-06-16,2024-06-16
cust_uvy8n1ut,First_107,Last_107,user_107@example.com,UK,25-34,email,employed,2024-03-26,true,2024-03-26,2024-03-26
cust_s6e1zhwy,First_108,Last_108,user_108@example.com,UK,18-24,organic,employed,2024-10-02,true,2024-10-02,2024-10-02
cust_9389yztk,First_109,Last_109,user_109@example.com,FR,35-44,email,self_employed,2023-09-07,true,2023-09-07,2023-09-07
cust_sehe2atn,First_110,Last_110,user_110@example.com,US,18-24,paid_search,unemployed,2022-09-23,true,2022-09-23,2022-09-23
cust_s13c9xqy,First_111,Last_111,user_111@example.com,UK,45-54,paid_social,self_employed,2023-12-07,true,2023-12-07,2023-12-07
cust_es53skf7,First_112,Last_112,user_112@example.com,UK,55+,referral,student,2023-04-07,true,2023-04-07,2023-04-07
cust_wtektsg7,First_113,Last_113,user_113@example.com,UK,35-44,email,employed,2022-11-12,false,2022-11-12,2022-11-12
cust_b5c81jhu,First_114,Last_114,user_114@example.com,UK,35-44,organic,unemployed,2022-03-04,true,2022-03-04,2022-03-04
cust_2ykccprh,First_115,Last_115,user_115@example.com,UK,35-44,paid_social,retired,2022-10-22,false,2022-10-22,2022-10-22
cust_enulqjid,First_116,Last_116,user_116@example.com,AU,45-54,paid_search,unemployed,2023-08-18,false,2023-08-18,2023-08-18
cust_37zgf9q5,First_117,Last_117,user_117@example.com,UK,55+,paid_search,unemployed,2024-10-15,true,2024-10-15,2024-10-15
cust_mbr5xqt4,First_118,Last_118,user_118@example.com,UK,25-34,paid_search,employed,2024-06-01,true,2024-06-01,2024-06-01
cust_bunknqt3,First_119,Last_119,user_119@example.com,UK,18-24,paid_search,unemployed,2022-09-01,true,2022-09-01,2022-09-01
cust_nfvobbz2,First_120,Last_120,user_120@example.com,UK,35-44,paid_search,employed,2024-11-29,true,2024-11-29,2024-11-29
cust_f90km3tz,First_121,Last_121,user_121@example.com,UK,18-24,paid_search,employed,2023-09-06,true,2023-09-06,2023-09-06
cust_l65wvjx8,First_122,Last_122,user_122@example.com,DE,35-44,organic,self_employed,2023-04-12,true,2023-04-12,2023-04-12
cust_4fyb8dal,First_123,Last_123,user_123@example.com,UK,25-34,paid_search,self_employed,2022-11-07,true,2022-11-07,2022-11-07
cust_40zsu9rn,First_124,Last_124,user_124@example.com,UK,35-44,paid_search,self_employed,2022-12-21,false,2022-12-21,2022-12-21
cust_y2jr8kk7,First_125,Last_125,user_125@example.com,DE,35-44,paid_social,employed,2023-09-02,true,2023-09-02,2023-09-02
cust_u7zkut6o,First_126,Last_126,user_126@example.com,AU,45-54,organic,employed,2023-12-08,true,2023-12-08,2023-12-08
cust_mpjrht7z,First_127,Last_127,user_127@example.com,UK,35-44,organic,employed,2022-10-09,false,2022-10-09,2022-10-09
cust_iidlrye8,First_128,Last_128,user_128@example.com,UK,55+,referral,employed,2022-11-20,true,2022-11-20,2022-11-20
cust_8lx6dut0,First_129,Last_129,user_129@example.com,FR,25-34,referral,employed,2022-03-18,false,2022-03-18,2022-03-18
cust_9or7875a,First_130,Last_130,user_130@example.com,AU,25-34,paid_search,self_employed,2022-08-08,true,2022-08-08,2022-08-08
cust_6esj3l0x,First_131,Last_131,user_131@example.com,UK,25-34,organic,self_employed,2023-01-17,true,2023-01-17,2023-01-17
cust_vwoplod9,First_132,Last_132,user_132@example.com,UK,25-34,organic,employed,2024-09-04,true,2024-09-04,2024-09-04
cust_8k0axyce,First_133,Last_133,user_133@example.com,UK,35-44,email,retired,2023-09-21,true,2023-09-21,2023-09-21
cust_yw7nh8rq,First_134,Last_134,user_134@example.com,UK,35-44,paid_search,employed,2024-02-05,true,2024-02-05,2024-02-05
cust_hi15cqzc,First_135,Last_135,user_135@example.com,UK,35-44,paid_search,self_employed,2022-08-18,true,2022-08-18,2022-08-18
cust_lsehuds3,First_136,Last_136,user_136@example.com,UK,25-34,paid_social,self_employed,2024-07-17,true,2024-07-17,2024-07-17
cust_lajahcpz,First_137,Last_137,user_137@example.com,AU,18-24,email,employed,2022-05-04,true,2022-05-04,2022-05-04
cust_119xp9n5,First_138,Last_138,user_138@example.com,UK,35-44,paid_social,employed,2024-02-13,true,2024-02-13,2024-02-13
cust_mgtt0iaa,First_139,Last_139,user_139@example.com,UK,35-44,paid_search,employed,2023-09-04,true,2023-09-04,2023-09-04
cust_qfg51bxw,First_140,Last_140,user_140@example.com,UK,18-24,paid_social,employed,2022-02-02,true,2022-02-02,2022-02-02
cust_5ibpt11f,First_141,Last_141,user_141@example.com,UK,55+,paid_social,self_employed,2023-08-16,true,2023-08-16,2023-08-16
cust_3i59soju,First_142,Last_142,user_142@example.com,US,25-34,paid_search,unemployed,2022-12-25,false,2022-12-25,2022-12-25
cust_y2lofn1r,First_143,Last_143,user_143@example.com,UK,35-44,referral,retired,2023-04-07,true,2023-04-07,2023-04-07
cust_8ueihx74,First_144,Last_144,user_144@example.com,US,45-54,organic,employed,2022-07-09,true,2022-07-09,2022-07-09
cust_bc2vyhh6,First_145,Last_145,user_145@example.com,AU,18-24,email,unemployed,2023-09-13,true,2023-09-13,2023-09-13
cust_9rivh6t1,First_146,Last_146,user_146@example.com,UK,35-44,paid_search,employed,2024-02-19,false,2024-02-19,2024-02-19
cust_q201lhlb,First_147,Last_147,user_147@example.com,DE,18-24,paid_social,self_employed,2023-03-30,true,2023-03-30,2023-03-30
cust_khiuit7m,First_148,Last_148,user_148@example.com,AU,35-44,paid_search,employed,2024-09-27,true,2024-09-27,2024-09-27
cust_gzr7txcb,First_149,Last_149,user_149@example.com,AU,35-44,referral,employed,2022-06-02,true,2022-06-02,2022-06-02
cust_izasnwyw,First_150,Last_150,user_150@example.com,US,18-24,paid_search,employed,2024-09-16,true,2024-09-16,2024-09-16
cust_ztkszp7g,First_151,Last_151,user_151@example.com,US,25-34,paid_social,employed,2022-07-17,true,2022-07-17,2022-07-17
cust_2c8qizk3,First_152,Last_152,user_152@example.com,US,45-54,referral,employed,2022-06-15,true,2022-06-15,2022-06-15
cust_tcagrp2u,First_153,Last_153,user_153@example.com,FR,55+,organic,retired,2022-07-15,true,2022-07-15,2022-07-15
cust_uj7yktxg,First_154,Last_154,user_154@example.com,UK,25-34,organic,student,2023-10-07,true,2023-10-07,2023-10-07
cust_7kuu4ytn,First_155,Last_155,user_155@example.com,DE,35-44,organic,self_employed,2022-10-14,true,2022-10-14,2022-10-14
cust_dicvwv8l,First_156,Last_156,user_156@example.com,DE,25-34,organic,self_employed,2023-07-14,true,2023-07-14,2023-07-14
cust_gvn1kicj,First_157,Last_157,user_157@example.com,DE,35-44,paid_social,employed,2024-02-18,true,2024-02-18,2024-02-18
cust_almjegqt,First_158,Last_158,user_158@example.com,UK,18-24,paid_social,self_employed,2024-04-15,true,2024-04-15,2024-04-15
cust_5ao20u9i,First_159,Last_159,user_159@example.com,UK,25-34,organic,employed,2024-12-03,true,2024-12-03,2024-12-03
cust_cpprcjiw,First_160,Last_160,user_160@example.com,UK,18-24,organic,employed,2023-02-05,true,2023-02-05,2023-02-05
cust_n5pp3xvk,First_161,Last_161,user_161@example.com,UK,25-34,paid_search,employed,2023-02-16,true,2023-02-16,2023-02-16
cust_w82lk2n7,First_162,Last_162,user_162@example.com,US,35-44,paid_social,self_employed,2023-02-14,false,2023-02-14,2023-02-14
cust_qzpky32o,First_163,Last_163,user_163@example.com,UK,25-34,organic,employed,2024-10-19,true,2024-10-19,2024-10-19
cust_nqvut75p,First_164,Last_164,user_164@example.com,DE,25-34,referral,employed,2022-03-17,true,2022-03-17,2022-03-17
cust_d1xmxb9y,First_165,Last_165,user_165@example.com,AU,25-34,referral,employed,2024-03-29,true,2024-03-29,2024-03-29
cust_h0uyhnqy,First_166,Last_166,user_166@example.com,UK,55+,paid_search,employed,2024-10-21,false,2024-10-21,2024-10-21
cust_d30mm2sm,First_167,Last_167,user_167@example.com,UK,35-44,paid_search,employed,2022-07-19,true,2022-07-19,2022-07-19
cust_e4xyf9ig,First_168,Last_168,user_168@example.com,UK,25-34,paid_search,student,2022-11-24,true,2022-11-24,2022-11-24
cust_gxo05qpa,First_169,Last_169,user_169@example.com,UK,45-54,referral,employed,2023-03-16,true,2023-03-16,2023-03-16
cust_5glqj5sx,First_170,Last_170,user_170@example.com,US,35-44,paid_search,student,2024-03-06,true,2024-03-06,2024-03-06
cust_3zkwdeek,First_171,Last_171,user_171@example.com,UK,18-24,paid_search,self_employed,2023-01-10,true,2023-01-10,2023-01-10
cust_prt77ggk,First_172,Last_172,user_172@example.com,UK,25-34,organic,employed,2023-01-19,true,2023-01-19,2023-01-19
cust_e38sryo4,First_173,Last_173,user_173@example.com,UK,35-44,referral,employed,2024-09-27,true,2024-09-27,2024-09-27
cust_ik2u1rsu,First_174,Last_174,user_174@example.com,DE,45-54,paid_search,student,2023-07-03,true,2023-07-03,2023-07-03
cust_zt9d31k9,First_175,Last_175,user_175@example.com,UK,45-54,organic,retired,2024-07-10,true,2024-07-10,2024-07-10
cust_3h0y4vpw,First_176,Last_176,user_176@example.com,DE,45-54,paid_social,employed,2023-02-28,true,2023-02-28,2023-02-28
cust_g9ku8s63,First_177,Last_177,user_177@example.com,AU,45-54,email,unemployed,2022-10-05,false,2022-10-05,2022-10-05
cust_e5iz31yr,First_178,Last_178,user_178@example.com,US,25-34,organic,student,2023-07-05,true,2023-07-05,2023-07-05
cust_o0z5qru5,First_179,Last_179,user_179@example.com,DE,25-34,paid_social,employed,2022-07-10,true,2022-07-10,2022-07-10
cust_thphj3mu,First_180,Last_180,user_180@example.com,DE,45-54,referral,employed,2024-09-20,true,2024-09-20,2024-09-20
cust_4a7fq9p9,First_181,Last_181,user_181@example.com,FR,25-34,referral,retired,2022-09-28,true,2022-09-28,2022-09-28
cust_mcxxbw01,First_182,Last_182,user_182@example.com,US,35-44,organic,employed,2024-05-29,true,2024-05-29,2024-05-29
cust_iyaz39pe,First_183,Last_183,user_183@example.com,UK,18-24,referral,employed,2022-05-26,true,2022-05-26,2022-05-26
cust_kn35xycu,First_184,Last_184,user_184@example.com,UK,35-44,paid_social,employed,2022-12-03,true,2022-12-03,2022-12-03
cust_y4dd1vn8,First_185,Last_185,user_185@example.com,DE,25-34,paid_social,employed,2023-10-07,true,2023-10-07,2023-10-07
cust_zk7a45hv,First_186,Last_186,user_186@example.com,DE,25-34,organic,retired,2023-01-22,false,2023-01-22,2023-01-22
cust_rervt997,First_187,Last_187,user_187@example.com,UK,45-54,paid_search,employed,2022-09-28,true,2022-09-28,2022-09-28
cust_q9cvah78,First_188,Last_188,user_188@example.com,US,35-44,paid_search,employed,2024-03-26,true,2024-03-26,2024-03-26
cust_ctwjlsh3,First_189,Last_189,user_189@example.com,UK,35-44,referral,self_employed,2023-11-01,true,2023-11-01,2023-11-01
cust_z04cdpqv,First_190,Last_190,user_190@example.com,US,35-44,organic,employed,2023-09-26,true,2023-09-26,2023-09-26
cust_arms3jn0,First_191,Last_191,user_191@example.com,DE,18-24,referral,employed,2023-07-05,true,2023-07-05,2023-07-05
cust_sj9wrsb4,First_192,Last_192,user_192@example.com,UK,25-34,organic,self_employed,2022-12-08,true,2022-12-08,2022-12-08
cust_isb5iqnf,First_193,Last_193,user_193@example.com,US,55+,paid_social,employed,2022-03-14,true,2022-03-14,2022-03-14
cust_ozjcns6g,First_194,Last_194,user_194@example.com,AU,55+,organic,employed,2024-11-22,true,2024-11-22,2024-11-22
cust_4ltahukw,First_195,Last_195,user_195@example.com,UK,55+,email,student,2024-08-08,true,2024-08-08,2024-08-08
cust_t2f7atwy,First_196,Last_196,user_196@example.com,AU,18-24,paid_social,student,2022-01-20,true,2022-01-20,2022-01-20
cust_dtirc9zd,First_197,Last_197,user_197@example.com,FR,35-44,paid_social,employed,2023-04-20,false,2023-04-20,2023-04-20
cust_dde3cup8,First_198,Last_198,user_198@example.com,UK,45-54,email,employed,2023-04-30,true,2023-04-30,2023-04-30
cust_lqi7e1dd,First_199,Last_199,user_199@example.com,UK,25-34,paid_search,unemployed,2024-07-09,true,2024-07-09,2024-07-09
cust_ljefy3zb,First_200,Last_200,user_200@example.com,UK,35-44,email,employed,2023-11-03,true,2023-11-03,2023-11-03
cust_k3g84utd,First_201,Last_201,user_201@example.com,DE,18-24,organic,student,2022-07-28,false,2022-07-28,2022-07-28
cust_e3nwxuj3,First_202,Last_202,user_202@example.com,AU,25-34,paid_social,student,2022-02-14,true,2022-02-14,2022-02-14
cust_43e7b7p0,First_203,Last_203,user_203@example.com,UK,35-44,organic,employed,2024-10-13,true,2024-10-13,2024-10-13
cust_k5bwikot,First_204,Last_204,user_204@example.com,UK,25-34,paid_search,self_employed,2022-05-05,true,2022-05-05,2022-05-05
cust_i9tanzr2,First_205,Last_205,user_205@example.com,FR,35-44,paid_search,employed,2023-12-06,true,2023-12-06,2023-12-06
cust_h62c9t19,First_206,Last_206,user_206@example.com,UK,35-44,organic,student,2022-11-23,false,2022-11-23,2022-11-23
cust_c9h42m44,First_207,Last_207,user_207@example.com,UK,25-34,paid_social,employed,2022-12-27,true,2022-12-27,2022-12-27
cust_zmuf8438,First_208,Last_208,user_208@example.com,UK,18-24,organic,self_employed,2023-09-25,true,2023-09-25,2023-09-25
cust_rlw3mg25,First_209,Last_209,user_209@example.com,UK,35-44,email,student,2022-05-02,true,2022-05-02,2022-05-02
cust_48n7odke,First_210,Last_210,user_210@example.com,DE,25-34,paid_social,employed,2022-11-19,true,2022-11-19,2022-11-19
cust_zu6wmx3n,First_211,Last_211,user_211@example.com,UK,35-44,email,retired,2023-08-27,true,2023-08-27,2023-08-27
cust_98bv78hu,First_212,Last_212,user_212@example.com,UK,35-44,organic,unemployed,2024-10-13,true,2024-10-13,2024-10-13
cust_5dzx5qji,First_213,Last_213,user_213@example.com,UK,45-54,paid_social,employed,2022-05-19,true,2022-05-19,2022-05-19
